"","County","state.abbr","FIPS","prescribing.rate","year","rur.mic.metro","rural.metro","State","Region"
"3846","Benzie","MI",26019,69.4,2007,"Rural","Rural","Michigan","Midwest"
"3847","Berrien","MI",26021,92.7,2007,"Metropolitan","Metropolitan","Michigan","Midwest"
"3848","Branch","MI",26023,76.5,2007,"Micropolitan","Rural","Michigan","Midwest"
"3849","Calhoun","MI",26025,110.5,2007,"Metropolitan","Metropolitan","Michigan","Midwest"
"3850","Cass","MI",26027,36.7,2007,"Metropolitan","Metropolitan","Michigan","Midwest"
"3851","Charlevoix","MI",26029,83,2007,"Micropolitan","Rural","Michigan","Midwest"
"3852","Cheboygan","MI",26031,114.9,2007,"Micropolitan","Rural","Michigan","Midwest"
"3853","Chippewa","MI",26033,71.7,2007,"Micropolitan","Rural","Michigan","Midwest"
"3854","Clare","MI",26035,133.4,2007,"Micropolitan","Rural","Michigan","Midwest"
"3855","Clinton","MI",26037,37.1,2007,"Metropolitan","Metropolitan","Michigan","Midwest"
"3856","Crawford","MI",26039,136.6,2007,"Micropolitan","Rural","Michigan","Midwest"
"3857","Delta","MI",26041,76.5,2007,"Micropolitan","Rural","Michigan","Midwest"
"3858","Dickinson","MI",26043,90.9,2007,"Micropolitan","Rural","Michigan","Midwest"
"3859","Eaton","MI",26045,92.3,2007,"Metropolitan","Metropolitan","Michigan","Midwest"
"3860","Emmet","MI",26047,122.9,2007,"Micropolitan","Rural","Michigan","Midwest"
"3861","Genesee","MI",26049,116.5,2007,"Metropolitan","Metropolitan","Michigan","Midwest"
"3862","Gladwin","MI",26051,132.3,2007,"Micropolitan","Rural","Michigan","Midwest"
"3863","Gogebic","MI",26053,88,2007,"Micropolitan","Rural","Michigan","Midwest"
"3864","Grand Traverse","MI",26055,145.9,2007,"Micropolitan","Rural","Michigan","Midwest"
"3865","Gratiot","MI",26057,71.6,2007,"Micropolitan","Rural","Michigan","Midwest"
"3866","Hillsdale","MI",26059,69.2,2007,"Micropolitan","Rural","Michigan","Midwest"
"3867","Houghton","MI",26061,37,2007,"Micropolitan","Rural","Michigan","Midwest"
"3868","Huron","MI",26063,73.2,2007,"Micropolitan","Rural","Michigan","Midwest"
"3869","Ingham","MI",26065,79.5,2007,"Metropolitan","Metropolitan","Michigan","Midwest"
"3870","Ionia","MI",26067,61.2,2007,"Micropolitan","Rural","Michigan","Midwest"
"3871","Iosco","MI",26069,113.3,2007,"Micropolitan","Rural","Michigan","Midwest"
"3872","Iron","MI",26071,93.1,2007,"Micropolitan","Rural","Michigan","Midwest"
"3873","Isabella","MI",26073,66.7,2007,"Micropolitan","Rural","Michigan","Midwest"
"3874","Jackson","MI",26075,95.3,2007,"Metropolitan","Metropolitan","Michigan","Midwest"
"3875","Kalamazoo","MI",26077,91.1,2007,"Metropolitan","Metropolitan","Michigan","Midwest"
"3876","Kalkaska","MI",26079,129.7,2007,"Micropolitan","Rural","Michigan","Midwest"
"3877","Kent","MI",26081,75.4,2007,"Metropolitan","Metropolitan","Michigan","Midwest"
"3878","Lapeer","MI",26087,66,2007,"Metropolitan","Metropolitan","Michigan","Midwest"
"3879","Lenawee","MI",26091,71.3,2007,"Micropolitan","Rural","Michigan","Midwest"
"3880","Livingston","MI",26093,65.2,2007,"Metropolitan","Metropolitan","Michigan","Midwest"
"3881","Luce","MI",26095,355.3,2007,"Micropolitan","Rural","Michigan","Midwest"
"3882","Mackinac","MI",26097,73.8,2007,"Micropolitan","Rural","Michigan","Midwest"
"3883","Macomb","MI",26099,96.1,2007,"Metropolitan","Metropolitan","Michigan","Midwest"
"3884","Manistee","MI",26101,98.6,2007,"Micropolitan","Rural","Michigan","Midwest"
"3885","Marquette","MI",26103,81.8,2007,"Micropolitan","Rural","Michigan","Midwest"
"3886","Mason","MI",26105,136.7,2007,"Micropolitan","Rural","Michigan","Midwest"
"3887","Mecosta","MI",26107,89.7,2007,"Micropolitan","Rural","Michigan","Midwest"
"3888","Menominee","MI",26109,59.7,2007,"Micropolitan","Rural","Michigan","Midwest"
"3889","Midland","MI",26111,85,2007,"Metropolitan","Metropolitan","Michigan","Midwest"
"3890","Missaukee","MI",26113,8.3,2007,"Rural","Rural","Michigan","Midwest"
"3891","Monroe","MI",26115,88.5,2007,"Metropolitan","Metropolitan","Michigan","Midwest"
"3892","Montcalm","MI",26117,97.7,2007,"Metropolitan","Metropolitan","Michigan","Midwest"
"3893","Montmorency","MI",26119,63.4,2007,"Rural","Rural","Michigan","Midwest"
"3894","Muskegon","MI",26121,131.8,2007,"Metropolitan","Metropolitan","Michigan","Midwest"
"3895","Newaygo","MI",26123,105.3,2007,"Micropolitan","Rural","Michigan","Midwest"
"3896","Oakland","MI",26125,76.4,2007,"Metropolitan","Metropolitan","Michigan","Midwest"
"3897","Oceana","MI",26127,43.3,2007,"Micropolitan","Rural","Michigan","Midwest"
"3898","Ogemaw","MI",26129,157.9,2007,"Rural","Rural","Michigan","Midwest"
"3899","Ontonagon","MI",26131,0.5,2007,"Rural","Rural","Michigan","Midwest"
"3900","Osceola","MI",26133,84.7,2007,"Rural","Rural","Michigan","Midwest"
"3901","Oscoda","MI",26135,115.5,2007,"Rural","Rural","Michigan","Midwest"
"3902","Otsego","MI",26137,129.1,2007,"Micropolitan","Rural","Michigan","Midwest"
"3903","Ottawa","MI",26139,59.8,2007,"Metropolitan","Metropolitan","Michigan","Midwest"
"3904","Presque Isle","MI",26141,73.8,2007,"Micropolitan","Rural","Michigan","Midwest"
"3905","Roscommon","MI",26143,121.7,2007,"Micropolitan","Rural","Michigan","Midwest"
"3906","Saginaw","MI",26145,91.9,2007,"Metropolitan","Metropolitan","Michigan","Midwest"
"3907","St. Clair","MI",26147,89.8,2007,"Metropolitan","Metropolitan","Michigan","Midwest"
"3908","St. Joseph","MI",26149,102.4,2007,"Micropolitan","Rural","Michigan","Midwest"
"3909","Sanilac","MI",26151,41.2,2007,"Micropolitan","Rural","Michigan","Midwest"
"3910","Schoolcraft","MI",26153,97.3,2007,"Micropolitan","Rural","Michigan","Midwest"
"3911","Shiawassee","MI",26155,103.5,2007,"Micropolitan","Rural","Michigan","Midwest"
"3912","Tuscola","MI",26157,62.9,2007,"Micropolitan","Rural","Michigan","Midwest"
"3913","Van Buren","MI",26159,88.6,2007,"Metropolitan","Metropolitan","Michigan","Midwest"
"3914","Washtenaw","MI",26161,58.3,2007,"Metropolitan","Metropolitan","Michigan","Midwest"
"3915","Wayne","MI",26163,88.1,2007,"Metropolitan","Metropolitan","Michigan","Midwest"
"3916","Wexford","MI",26165,160.1,2007,"Micropolitan","Rural","Michigan","Midwest"
"3917","Aitkin","MN",27001,63,2007,"Rural","Rural","Minnesota","Midwest"
"3918","Anoka","MN",27003,57.6,2007,"Metropolitan","Metropolitan","Minnesota","Midwest"
"3919","Becker","MN",27005,54.2,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3920","Beltrami","MN",27007,60,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3921","Benton","MN",27009,51.6,2007,"Metropolitan","Metropolitan","Minnesota","Midwest"
"3922","Big Stone","MN",27011,112.5,2007,"Rural","Rural","Minnesota","Midwest"
"3923","Blue Earth","MN",27013,71.3,2007,"Metropolitan","Metropolitan","Minnesota","Midwest"
"3924","Brown","MN",27015,71.7,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3925","Carlton","MN",27017,77.7,2007,"Metropolitan","Metropolitan","Minnesota","Midwest"
"3926","Carver","MN",27019,42.2,2007,"Metropolitan","Metropolitan","Minnesota","Midwest"
"3927","Cass","MN",27021,41.8,2007,"Rural","Rural","Minnesota","Midwest"
"3928","Chippewa","MN",27023,23,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3929","Chisago","MN",27025,32.1,2007,"Metropolitan","Metropolitan","Minnesota","Midwest"
"3930","Clay","MN",27027,59.6,2007,"Metropolitan","Metropolitan","Minnesota","Midwest"
"3931","Clearwater","MN",27029,69.2,2007,"Rural","Rural","Minnesota","Midwest"
"3932","Cook","MN",27031,45.6,2007,"Rural","Rural","Minnesota","Midwest"
"3933","Cottonwood","MN",27033,72.5,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3934","Crow Wing","MN",27035,70,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3935","Dakota","MN",27037,56.9,2007,"Metropolitan","Metropolitan","Minnesota","Midwest"
"3936","Dodge","MN",27039,17.7,2007,"Metropolitan","Metropolitan","Minnesota","Midwest"
"3937","Douglas","MN",27041,82.2,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3938","Faribault","MN",27043,46.8,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3939","Fillmore","MN",27045,20,2007,"Metropolitan","Metropolitan","Minnesota","Midwest"
"3940","Freeborn","MN",27047,48.9,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3941","Goodhue","MN",27049,52.9,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3942","Grant","MN",27051,33.3,2007,"Rural","Rural","Minnesota","Midwest"
"3943","Hennepin","MN",27053,50.7,2007,"Metropolitan","Metropolitan","Minnesota","Midwest"
"3944","Houston","MN",27055,2.2,2007,"Metropolitan","Metropolitan","Minnesota","Midwest"
"3945","Hubbard","MN",27057,57,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3946","Isanti","MN",27059,43.4,2007,"Metropolitan","Metropolitan","Minnesota","Midwest"
"3947","Itasca","MN",27061,77.9,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3948","Jackson","MN",27063,34.2,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3949","Kanabec","MN",27065,83.8,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3950","Kandiyohi","MN",27067,64.4,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3951","Kittson","MN",27069,23.7,2007,"Rural","Rural","Minnesota","Midwest"
"3952","Koochiching","MN",27071,70.2,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3953","Lac qui Parle","MN",27073,56.8,2007,"Rural","Rural","Minnesota","Midwest"
"3954","Lake of the Woods","MN",27077,60.5,2007,"Rural","Rural","Minnesota","Midwest"
"3955","Le Sueur","MN",27079,19.8,2007,"Metropolitan","Metropolitan","Minnesota","Midwest"
"3956","Lincoln","MN",27081,36.1,2007,"Rural","Rural","Minnesota","Midwest"
"3957","Lyon","MN",27083,53.8,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3958","McLeod","MN",27085,73.2,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3959","Mahnomen","MN",27087,93.9,2007,"Rural","Rural","Minnesota","Midwest"
"3960","Marshall","MN",27089,21.2,2007,"Rural","Rural","Minnesota","Midwest"
"3961","Martin","MN",27091,90.6,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3962","Meeker","MN",27093,40.6,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3963","Mille Lacs","MN",27095,66.4,2007,"Metropolitan","Metropolitan","Minnesota","Midwest"
"3964","Morrison","MN",27097,53.2,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3965","Mower","MN",27099,48.7,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3966","Murray","MN",27101,36.2,2007,"Rural","Rural","Minnesota","Midwest"
"3967","Nicollet","MN",27103,22.6,2007,"Metropolitan","Metropolitan","Minnesota","Midwest"
"3968","Nobles","MN",27105,51.3,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3969","Norman","MN",27107,57.7,2007,"Rural","Rural","Minnesota","Midwest"
"3970","Olmsted","MN",27109,30.2,2007,"Metropolitan","Metropolitan","Minnesota","Midwest"
"3971","Otter Tail","MN",27111,54.5,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3972","Pennington","MN",27113,125.6,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3973","Pine","MN",27115,18.4,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3974","Pipestone","MN",27117,64.2,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3975","Polk","MN",27119,37.4,2007,"Metropolitan","Metropolitan","Minnesota","Midwest"
"3976","Pope","MN",27121,55.9,2007,"Rural","Rural","Minnesota","Midwest"
"3977","Ramsey","MN",27123,50.2,2007,"Metropolitan","Metropolitan","Minnesota","Midwest"
"3978","Red Lake","MN",27125,33.1,2007,"Rural","Rural","Minnesota","Midwest"
"3979","Redwood","MN",27127,51.3,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3980","Renville","MN",27129,14.6,2007,"Rural","Rural","Minnesota","Midwest"
"3981","Rice","MN",27131,50.5,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3982","Rock","MN",27133,51.4,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3983","Roseau","MN",27135,48.5,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3984","St. Louis","MN",27137,89.5,2007,"Metropolitan","Metropolitan","Minnesota","Midwest"
"3985","Scott","MN",27139,41.1,2007,"Metropolitan","Metropolitan","Minnesota","Midwest"
"3986","Sherburne","MN",27141,48.2,2007,"Metropolitan","Metropolitan","Minnesota","Midwest"
"3987","Sibley","MN",27143,15.9,2007,"Metropolitan","Metropolitan","Minnesota","Midwest"
"3988","Stearns","MN",27145,56,2007,"Metropolitan","Metropolitan","Minnesota","Midwest"
"3989","Steele","MN",27147,47.3,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3990","Stevens","MN",27149,62.7,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3991","Swift","MN",27151,61.4,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3992","Todd","MN",27153,32.6,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3993","Traverse","MN",27155,94,2007,"Rural","Rural","Minnesota","Midwest"
"3994","Wabasha","MN",27157,10.4,2007,"Metropolitan","Metropolitan","Minnesota","Midwest"
"3995","Wadena","MN",27159,138.2,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3996","Waseca","MN",27161,40.9,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3997","Washington","MN",27163,66.6,2007,"Metropolitan","Metropolitan","Minnesota","Midwest"
"3998","Watonwan","MN",27165,37.6,2007,"Micropolitan","Rural","Minnesota","Midwest"
"3999","Wilkin","MN",27167,80.3,2007,"Micropolitan","Rural","Minnesota","Midwest"
"4000","Winona","MN",27169,59.6,2007,"Micropolitan","Rural","Minnesota","Midwest"
"4001","Wright","MN",27171,49.2,2007,"Metropolitan","Metropolitan","Minnesota","Midwest"
"4002","Yellow Medicine","MN",27173,56.7,2007,"Rural","Rural","Minnesota","Midwest"
"4003","Adair","MO",29001,100.8,2007,"Micropolitan","Rural","Missouri","Midwest"
"4004","Atchison","MO",29005,62.8,2007,"Rural","Rural","Missouri","Midwest"
"4005","Audrain","MO",29007,86.5,2007,"Micropolitan","Rural","Missouri","Midwest"
"4006","Barry","MO",29009,125,2007,"Micropolitan","Rural","Missouri","Midwest"
"4007","Barton","MO",29011,49.3,2007,"Micropolitan","Rural","Missouri","Midwest"
"4008","Bates","MO",29013,32.6,2007,"Metropolitan","Metropolitan","Missouri","Midwest"
"4009","Benton","MO",29015,93,2007,"Micropolitan","Rural","Missouri","Midwest"
"4010","Boone","MO",29019,58.4,2007,"Metropolitan","Metropolitan","Missouri","Midwest"
"4011","Buchanan","MO",29021,129.5,2007,"Metropolitan","Metropolitan","Missouri","Midwest"
"4012","Butler","MO",29023,244.3,2007,"Micropolitan","Rural","Missouri","Midwest"
"4013","Callaway","MO",29027,58.4,2007,"Metropolitan","Metropolitan","Missouri","Midwest"
"4014","Camden","MO",29029,106.8,2007,"Micropolitan","Rural","Missouri","Midwest"
"4015","Cape Girardeau","MO",29031,118.6,2007,"Metropolitan","Metropolitan","Missouri","Midwest"
"4016","Carroll","MO",29033,115.8,2007,"Micropolitan","Rural","Missouri","Midwest"
"4017","Cass","MO",29037,93.5,2007,"Metropolitan","Metropolitan","Missouri","Midwest"
"4018","Christian","MO",29043,114.2,2007,"Metropolitan","Metropolitan","Missouri","Midwest"
"4019","Clark","MO",29045,68.6,2007,"Rural","Rural","Missouri","Midwest"
"4020","Clay","MO",29047,94.2,2007,"Metropolitan","Metropolitan","Missouri","Midwest"
"4021","Clinton","MO",29049,25.2,2007,"Metropolitan","Metropolitan","Missouri","Midwest"
"4022","Cole","MO",29051,129.6,2007,"Metropolitan","Metropolitan","Missouri","Midwest"
"4023","Cooper","MO",29053,17.1,2007,"Micropolitan","Rural","Missouri","Midwest"
"4024","Crawford","MO",29055,61.8,2007,"Micropolitan","Rural","Missouri","Midwest"
"4025","Dade","MO",29057,118.2,2007,"Rural","Rural","Missouri","Midwest"
"4026","Dallas","MO",29059,24.8,2007,"Metropolitan","Metropolitan","Missouri","Midwest"
"4027","Daviess","MO",29061,26.9,2007,"Rural","Rural","Missouri","Midwest"
"4028","Dent","MO",29065,111.8,2007,"Micropolitan","Rural","Missouri","Midwest"
"4029","Douglas","MO",29067,35.4,2007,"Micropolitan","Rural","Missouri","Midwest"
"4030","Dunklin","MO",29069,155.3,2007,"Micropolitan","Rural","Missouri","Midwest"
"4031","Franklin","MO",29071,92.6,2007,"Metropolitan","Metropolitan","Missouri","Midwest"
"4032","Gasconade","MO",29073,27.7,2007,"Micropolitan","Rural","Missouri","Midwest"
"4033","Gentry","MO",29075,34.4,2007,"Rural","Rural","Missouri","Midwest"
"4034","Greene","MO",29077,141.2,2007,"Metropolitan","Metropolitan","Missouri","Midwest"
"4035","Grundy","MO",29079,85.3,2007,"Micropolitan","Rural","Missouri","Midwest"
"4036","Harrison","MO",29081,75.3,2007,"Micropolitan","Rural","Missouri","Midwest"
"4037","Henry","MO",29083,166.5,2007,"Micropolitan","Rural","Missouri","Midwest"
"4038","Howard","MO",29089,41,2007,"Micropolitan","Rural","Missouri","Midwest"
"4039","Howell","MO",29091,142.8,2007,"Micropolitan","Rural","Missouri","Midwest"
"4040","Iron","MO",29093,59.3,2007,"Micropolitan","Rural","Missouri","Midwest"
"4041","Jackson","MO",29095,82.2,2007,"Metropolitan","Metropolitan","Missouri","Midwest"
"4042","Jasper","MO",29097,160.6,2007,"Metropolitan","Metropolitan","Missouri","Midwest"
"4043","Jefferson","MO",29099,79.8,2007,"Metropolitan","Metropolitan","Missouri","Midwest"
"4044","Johnson","MO",29101,51.1,2007,"Micropolitan","Rural","Missouri","Midwest"
"4045","Laclede","MO",29105,153.6,2007,"Micropolitan","Rural","Missouri","Midwest"
"4046","Lafayette","MO",29107,10.2,2007,"Metropolitan","Metropolitan","Missouri","Midwest"
"4047","Lawrence","MO",29109,61.8,2007,"Micropolitan","Rural","Missouri","Midwest"
"4048","Lewis","MO",29111,50.2,2007,"Rural","Rural","Missouri","Midwest"
"4049","Lincoln","MO",29113,63.4,2007,"Metropolitan","Metropolitan","Missouri","Midwest"
"4050","Linn","MO",29115,70.1,2007,"Micropolitan","Rural","Missouri","Midwest"
"4051","Livingston","MO",29117,111,2007,"Micropolitan","Rural","Missouri","Midwest"
"4052","McDonald","MO",29119,37.7,2007,"Metropolitan","Metropolitan","Missouri","Midwest"
"4053","Macon","MO",29121,82.3,2007,"Micropolitan","Rural","Missouri","Midwest"
"4054","Madison","MO",29123,118,2007,"Micropolitan","Rural","Missouri","Midwest"
"4055","Marion","MO",29127,160.9,2007,"Micropolitan","Rural","Missouri","Midwest"
"4056","Mercer","MO",29129,46,2007,"Rural","Rural","Missouri","Midwest"
"4057","Miller","MO",29131,58.6,2007,"Micropolitan","Rural","Missouri","Midwest"
"4058","Mississippi","MO",29133,35.7,2007,"Micropolitan","Rural","Missouri","Midwest"
"4059","Moniteau","MO",29135,20.7,2007,"Metropolitan","Metropolitan","Missouri","Midwest"
"4060","Montgomery","MO",29139,58,2007,"Micropolitan","Rural","Missouri","Midwest"
"4061","Morgan","MO",29141,27.9,2007,"Rural","Rural","Missouri","Midwest"
"4062","New Madrid","MO",29143,44.9,2007,"Micropolitan","Rural","Missouri","Midwest"
"4063","Newton","MO",29145,41,2007,"Metropolitan","Metropolitan","Missouri","Midwest"
"4064","Nodaway","MO",29147,62.7,2007,"Micropolitan","Rural","Missouri","Midwest"
"4065","Oregon","MO",29149,29.8,2007,"Rural","Rural","Missouri","Midwest"
"4066","Osage","MO",29151,36.2,2007,"Metropolitan","Metropolitan","Missouri","Midwest"
"4067","Ozark","MO",29153,65.5,2007,"Rural","Rural","Missouri","Midwest"
"4068","Pemiscot","MO",29155,144.2,2007,"Micropolitan","Rural","Missouri","Midwest"
"4069","Perry","MO",29157,95.9,2007,"Micropolitan","Rural","Missouri","Midwest"
"4070","Pettis","MO",29159,90.7,2007,"Micropolitan","Rural","Missouri","Midwest"
"4071","Phelps","MO",29161,125.6,2007,"Micropolitan","Rural","Missouri","Midwest"
"4072","Pike","MO",29163,46.8,2007,"Micropolitan","Rural","Missouri","Midwest"
"4073","Platte","MO",29165,65.7,2007,"Metropolitan","Metropolitan","Missouri","Midwest"
